title,text
‘3자 연합’ KCGI  한진칼 추가 매입,주총 후 총 36만 5370주 장기전 대비 조원태 견제 서울 중구 한진그룹 본사의 모습. 연합뉴스 한진그룹 경영권을 두고 한진칼 주총에서 조원태 회장이 ‘3자연합’을 누르고 이긴 가운데 ‘3자 연합’의 한 축인 사모펀드 KCGI가 주총 이후 지분을 추가 매입했다. KCGI는 산하 투자목적회사들이 한진칼 주총이 열린 지난달 27일부터 31일까지 한진칼 주식 총 36만 5370주 지분율 0.62% 를 장내 매수했다고 1일 공시했다. 이에 따라 KCGI의 한진칼 지분율은 19.36%가 됐으며 조현아 전 대한항공 부사장 6.49% 반도건설 16.90% 의 지분을 더하면 ‘3자 연합’의 지분은 총 42.74%가 됐다. 한진칼 지분매입으로 인해 지난달 27일 5만 7200원이던 한진칼 주가도 31일에는 7만 4300원으로 급등했다. 지분 경쟁으로 한진칼 발행주식의 84% 정도를 양측 우호지분 포함 이 보유하게 됐다. ‘3자 연합’은 주총에서 제안한 안건이 모두 부결되고 조 회장의 사내이사 연임도 저지하지 못해 경영권 분쟁에서 졌지만 장기전에 대비해 지분을 매입한 것으로 보인다. 재계에서는 ‘3자 연합’이 지분율을 끌어올려 향후 임시 주총 소집 등을 통해 한진그룹을 견제할 것이라는 전망이 나온다.
무게 뺀 ‘현기차’ 연비·성능 ‘UP’,기아자동차의 4세대 ‘쏘렌토’가 사전계약만 3만 대에 육박하는 등 초반 돌풍을 일으키고 있다. 쏘렌토의 주행모습. 기아차 제공 현대·기아차와 제네시스 등 현대차그룹이 최근 출시하는 신차들마다 경량화를 통한 연비 개선이 눈에 띄게 늘고 있다. 최근 현대차그룹의 주요 모델들이 내수시장에서 인기를 끌고 있는 것도 이 같은 연비 개선과 이를 통한 성능 향상이 한몫하고 있는 것으로 분석된다. 지난달 30일 출시된 제네시스 3세대 ‘G80’은 2세대 대비 공차중량이 125kg 안팎 줄었다. 2.2디젤의 경우 3세대 모델은 공차중량이 1825kg이지만 2세대는 1955kg이다. 3세대가 130kg 가볍다. 제네시스 측은 “차체의 약 19%를 알루미늄 등 경량 소재로 적용해 공차중량이 줄어들면서 연비와 동력 성능을 높일 수 있었다”고 설명했다. 출시 신차들 공차중량 감소 쏘나타 연비 10.8% 늘어나 3세대 G80의 복합연비는 기존 L당 13.8km에서 14.6km로 개선됐고 최고출력은 8마력 높아진 210마력이 됐다. 지난달 선보인 4세대 ‘쏘렌토’도 3세대에 비해 공차중량이 95kg 2.2디젤 기준 줄었다. 연비는 기존 L당 13.4 13.5km에서14.3km로 좋아졌다. 앞서 지난해 3월 출시된 현대차 8세대 ‘쏘나타’의 경우 가솔린 2.0 모델의 공차중량은 7세대 대비 55kg 줄었다. 이를 통해 연비는 기존 모델보다 10.8% 늘어난 L당 13.3㎞로 개선됐다. 같은 해 7월 론칭한 신형 ‘쏘나타 하이브리드’의 공차중량은 16인치 휠 기준 1495kg으로 이전 세대 하이브리드 대비 90kg 경량화가 이뤄졌다. 통상 자동차 중량이 5% 줄면 연비는 1.5% 동력성능은 4.5% 각각 향상된다. 또 가벼워진 차체는 충돌 에너지를 4.5% 낮춰 사고피해를 줄이는 데도 도움이 되고 가속과 조향 제동 등 주행성능도 전반적으로 좋아진다. 현대·기아차의 이 같은 연비 개선은 지난해 9월 발표한 ‘중장기 차량 경량화’ 전략에 따른 것이다. 발표 이후 출시되는 모든 차량에 대해 기존 모델 대비 공차중량을 5% 줄이는 것을 실행하고 있다.
동남권 의료헬스케어 거점 ‘부산의료수학센터’ 개소,동남권 의료헬스케어 산업의 거점이 될 부산의료수학센터가 문을 열었다. 부산시와 국가수리과학연구소는 1일 부산대학교병원 융합의학연구동에 위치한 메디컬ICT융합센터 내에 부산의료수학센터를 개소했다. 부산의료수학센터에는 박사급 연구원 3명이 상주하고 연구 과제가 발생할 때마다 연구원 20명 이상이 순환근무하는 방식으로 운영된다. 부산의료수학센터에서는 의료·헬스케어 관련 데이터 분석 및 검증 의료·산업계의 수학적 문제 발굴 및 해결 지역 현안 해결을 위한 연구개발 R＆D 등을 수행해 지역의료헬스케어 산업발전에 큰 영향을 끼칠 것으로 기대된다. 부산시는 메디컬ICT융합센터에서 부산의료수학센터를 성장시킨 뒤 향후 에코델타 스마트시티 헬스케어 클러스터로 자리를 옮길 계획도 있다. 국가수리과학연구소는 2005년 설립된 수학분야 정부출연 연구기관이다. 수학적 해석과 이론을 통합적으로 이용하여 산업과 의료현장에서 발생하는 문제를 해결하는 연구 기관으로 지난해 부산시와 업무협약을 맺고 부산의료수학센터 개관을 준비해 왔다. 부산시 관계자는 “부산의료수학센터 개소로 기업 병원과의 기술교류 및 연구협력이 강화돼 지역 의료헬스케어 산업이 한층 더 발전할 수 있는 계기가 될 것으로 기대한다”고 말했다.
‘집콕’ 지겹지 않게 부산발 대형완구 좋아요,코로나19로 야외활동이 어려워지며 실내에서도 뛰어놀 수 있는 대형완구의 인기가 높아지고 있다. 야야 제공 어린이나 어른 모두 밖으로 나오는 게 힘든 시기다. 코로나19 사태가 장기화될 수도 있다는 전망도 나오면서 이를 대비하기 위한 소비자들의 움직임도 분주해지고 있다. 이에 따라 지역업체들 중 코로나19 특수를 누리는 곳도 생겨나고 있다. 부산지역 완구업체 주 야야는 코로나19가 확산되며 처음에는 위기를 겪었다. 신학기를 앞두고 백화점 팝업스토어 등도 계획이 되어 있었지만 모두 무산됐다. 하지만 최근에는 온라인을 통해 주문이 이어지고 있다. 코로나19로 비대면서비스 인기 ‘국산 대형완구 자존심’ 야야 온라인 주문 늘어 위기 극복 국내뿐 아니라 중국서도 인기 아파트 앱 ‘아파트너’ 문의 폭주 야야 관계자는 “개학이 연기되고 코로나19로 밖으로 마음껏 놀러 다니지 못하는 상황이 계속되자 실내에서 뛰어놀 수 있는 대형완구를 찾는 주문이 20% 이상 늘었다”고 말했다. 야야의 제품들은 ‘메이드 인 코리아’라는 장점을 내세워 중국에서 프리미엄 완구로 통하면서 국내보다 훨씬 비싸게 팔린다. 코로나19로 어려움을 겪는 중국 역시 외출을 꺼리는 분위기가 이어지면서 중국 수출 주문도 지속해서 늘어나고 있다. 야야는 ‘국민 미끄럼틀’ 자리를 몇 년째 지키고 있는 ‘타요 버스 미끄럼틀’을 만든 업체다. 최근 야야는 타요 버스 미끄럼틀을 구매하고 싶지만 크기가 커서 구매가 꺼려진다는 소비자들을 위해 ‘타요 컴팩트 버스 미끄럼틀’을 내놓았는데 코로나19 사태와 맞아떨어져 인기를 모으고 있다. 특히 실내에서 뛰어놀기 위해서는 대형완구가 필요한데 국내 대형완구 제조업체가 씨가 마른 상황이라 야야의 현재 상황은 더욱 돋보인다. 중국 제조업이 성장하면서 국내 대형완구 업체들은 중국의 저가 공세를 감당하지 못하고 무너졌는데 야야는 ‘메이드 인 코리아 대형완구’의 자존심을 지키고 있다. 글로벌 대형완구업체인 리틀타익스 Lile tikes 가 힘을 쓰지 못 하는 몇 안 되는 국가 중 하나가 한국인 이유다. 야야 관계자는 “중국에서 수출입이 어려워 국내 유통업체들이 제때 수요를 맞추지 못하다 보니 야야의 제품이 더욱 인기를 얻는 것 같다”고 말했다. 아파트 비대면 서비스를 제공하는 주 아파트너도 때아닌 코로나19 특수다. 아파트너는 국내 아파트앱 1위 업체로 부산을 기반으로 성장한 IT 스타트업이다. 해운대 두산위브더제니스 화명 롯데캐슬카이저 반포자이 송파 헬리오시티 등 전국 대규모 랜드마크 아파트에 아파트앱을 보급하고 있는데 코로나19 사태로 이용량과 가입 문의가 폭증한 것. 특히 서울시가 시내 2200개 주요 아파트단지에 입주자대표회의를 비대면 회의와 서면결의로 개최토록 하고 동대표 등을 선출할 때도 전자투표를 하도록 권고하면서 아파트너를 찾는 아파트 단지들이 늘어나고 있는 추세다. 아파트너 관계자는 “코로나19로 아파트 주민들 간 대면이 어려워지면서 아파트너를 찾는 주민들이 늘고 있는 것 같다”며 “이용자들의 불편함이 없도록 더욱 다양한 서비스를 준비 중이다”고 말했다.
코로나19로 멈춘 하늘길 ‘최대 위기’ 3월 항공 여객 수 23년 만에 역대 최소,코로나19 사태로 인해 항공업계가 사상 최대의 경영위기에 빠진 가운데 3월의 항공 여객 수가 1997년 통계 집계 이래 역대 최소를 기록한 것으로 나타났다. 1일 항공정보포털시스템과 항공협회에 따르면 3월 국내·국제선을 합한 항공 여객 수는 174만 3583명으로 집계됐다. 항공협회 관계자는 “실시간 통계 기준으로 확정치는 아직 알 수 없다. 그러나 전반적인 추세에는 큰 변동이 없을 것”이라고 말했다. 174만 명… 200만 명 첫 미달 대한항공 아시아나에 밀려 2위 1997년 1월부터 관련 통계 집계가 시작된 이래 항공 여객 수가 200만 명 밑으로 떨어진 것은 이번이 처음이다. 특히 항공 여객 수는 2003년 6월 299만 345명을 기록한 것을 마지막으로 그간 단 한 번도 300만 명 밑으로 감소한 적이 없었다. 2000년대 초반까지 국내에는 항공사가 대한항공과 아시아나항공밖에 없었지만 현재는 9개 국적항공사가 운항 중인 점을 고려할 때 항공업계가 처한 상황은 심각하다. 항공사별로 지난달 대한항공의 국내선과 국제선을 합한 여객 수가 37만 8588명으로 창립 이후 처음으로 아시아나항공 39만 8260명 에 밀려 2위로 내려앉은 점도 특이하다. 항공 여객 수는 올해 1월 1062만 925명이었다가 코로나19 확산이 시작된 2월 550만 76명으로 절반으로 줄었다. 그런데 코로나19 확산세가 본격화한 3월에는 여객 수가 전월보다도 68.3% 급감한 것이다. 한 항공사 직원은 “코로나19로 국내뿐만 아니라 국외의 항공업계도 전대미문의 위기에 봉착했다”라며 “1일부터 외국에서 국내로 오는 모든 입국자는 의무적으로 2주간 자가격리를 해야 하기 때문에 사태가 장기화하면 4월 여객 수는 3월보다 더 적을 수도 있다”고 말했다.
테마섹 블록딜 방식으로 셀트리온·셀트리온헬스케어 지분 6000억어치 매각,셀트리온과 셀트리온헬스케어의 지분 6300억원어치가 블록딜 시간 외 대량매매 방식으로 매각된다. 매각 주체는 싱가포르의 국부펀드인 테마섹이다. 1일 투자은행 IB 업계에 따르면 테마섹의 자회사인 아이온인베스트먼트는 셀트리온과 셀트리온헬스케어의 주식 5억500만달러 약 6219억원 어치를 매각하기 위해 이날 장 마감 후 기관투자가를 대상으로 수요예측을 진행했다. 블록딜 주관사는 씨티그룹글로벌마켓증권과 모건스탠리가 맡았다. 아이온인베스트먼트는 2일 장 시작 전 셀트리온과 셀트리온헬스케어 매각을 완료할 계획이다. 수요예측에서 제시된 셀트리온의 매각 단가는 이날 종가인 19만8000원에서 8.0 9.8% 할인한 수준이다. 주식 수량은 257만 주로 전체 발행 주식의 1.9% 안팎에 해당한다. 셀트리온헬스케어 매각 단가는 종가 7만9000원보다 7.0 8.8% 낮은 수준으로 제시됐다. 전체 발행 주식의 1.5%인 221만 주가 매물로 나왔다.
반토막 난 상장사 이익…올해가 더 무섭다,코스피 상장사 순이익은 50% 급감..금융위기때보다 더 큰 폭으로 줄어 1000원 팔아 51원 벌고 손에 쥐는 돈 26원..30원↓ 올 1분기는 전년동기보다 14% 감소 전망 연간으론 23% 증가 유지되나.. 20% 더 감익된다 전망도 이데일리 최정희 기자 작년 코스피 상장회사 이익이 반토막났다. 매출은 비슷하게 올렸으나 반도체 덤핑 판매 인건비 상승 등에 이익률이 감소했다. 1000원 어치 물건을 팔아 최종적으로 손에 쥐는 돈 순이익 이 56원에서 26원으로 30원 가량 줄어들었다. 상장사 전체 이익을 좌지우지하는 삼성전자 005930 부터도 영업이익이 절반 이상 감소했다. 문제는 올해다. 전 세계 신종 코로나 바이러스 감염증 코로나19 확산세가 4 5월에도 지속될 것이란 예측이 높아지면서 실물 경기에 어떤 영향을 미칠지 가늠하기 어려운 상황이다. 아직까지 올해 기업의 영업이익이 작년보다 20% 가량 더 증가할 것이란 전망이 유지되고 있으나 불확실성이 큰 상황이다. 현 수준보다 20% 더 감익될 것이란 전망도 나온다. 그래픽 문승용 기자 ◇ 1000원 팔아 호주머니에 들어오는 돈 55.7원→26.1원으로 1일 한국거래소와 상장회사협의회가 발표한 코스피 상장사 작년 사업연도 실적에 따르면 583개사 652개사 중 사업보고서 제출 유예 감사의견 비적정 등 69개사 제외 의 연결재무제표 기준 매출액 합계는 2006조4576억원으로 전년보다 0.47% 9조4852억원 증가했다. 매출이 소폭 늘어났지만 이익은 형편 없었다. 영업이익은 102조285억원으로 37.04% 60조205억원 가 감소했고 순이익 지배기업 소유주 귀속 은 48조3528억원으로 52.85% 54조2059억원 줄었다. 회계기준이 바뀌긴 했으나 2008년 금융위기 당시 순이익이 40.88% 감소한 것과 비교해도 더 큰 폭의 감소세다. 영업이익률 순이익률이 줄어든 영향이다. 디램 DRAM 낸드 NAND 등 메모리 반도체 가격 하락에 덤핑 판매가 증가했고 주52시간 제도 도입 최저임금 상승으로 인건비가 늘어난 영향으로 풀이된다. 매출액 영업이익률은 8.11%에서 5.09%로 3.03%포인트 하락했다. 순이익률도 5.57%에서 2.61%로 2.95%포인트 떨어졌다. 2018년엔 1000원 어치를 팔면 81.1원이 남고 최종적으로 손에 쥐는 돈이 55.7원이었다면 작년엔 이 액수가 50.9원 26.1원으로 감소했다. 기업 호주머니로 들어온 돈이 29.6원 감소한 것이다. 코스피 상장사 매출액의 11.48%를 차지하는 삼성전자를 제외해도 순이익은 54.04% 감소해 반토막이다. 다만 영업이익에선 차이가 벌어졌다. 삼성전자를 뺄 경우 영업이익 감소폭은 28.02%로 전체 영업이익 감소폭 37.04% 보다 덜 줄어들었다. 삼성전자 영업이익이 58조8866억원에서 27조7685억원으로 52.8% 감소한 영향이다. 전체 영업이익에서 삼성전자가 차지하는 비중도 36.3%에서 27.2%로 줄었다. ◇ 코로나에 올해 실적 불확실성 커져..“20% 추가 감익 전망” 올해 전망은 더 암울하다. 작년 삼성전자 이익이 반토막이 났지만 올해는 기저효과와 반도체 업황 개선으로 코스피 상장사 이익이 전체적으로 20% 넘게 늘어날 것이란 기대가 있었다. 그러나 코로나19로 경기침체가 현실화되면서 올해 기업들의 실적 불확실성이 커지고 있다. 아직까지 연간으론 20%가량 증가할 것으로 예측되나 실적 하향 조정세가 멈추지 않고 있다. 금융정보분석업체 에프앤가이드에 따르면 256개 상장사의 올해 예상 영업이익은 150조2032억원으로 작년보다 23.1% 증가할 것으로 예측되고 있다. 그러나 이는 한 달 전보다 무려 9조2200억원 5.8% 감소한 것이다. 1분기 185개사 는 영업이익이 20조2300억원으로 이미 전년동기보다 3조2900억원 14%가량 감소할 것으로 추정되고 있다. 한 달 전보다 11.5% 2조6300억원 감소한 것이라 추가 하향 조정 가능성도 배제할 수 없다. 2분기 174개사 역시 24조8800억원으로 8.2% 2조2300억원 하향 조정됐다. 특히 영업이익의 3분의 1가량을 차지하는 삼성전자는 1분기 6조3700억원의 영업이익을 기록한 후 2분기엔 6조1600억원으로 감소할 것으로 전망되고 있다. 반도체 가격 및 업황이 나쁘지는 않지만 미국 유럽 등의 코로나19 확산이 진정되지 않는다면 스마트폰 판매량이 저조할 것으로 예측된 영향이다. 코로나19가 미치는 실물 경제 파장이 아직 기업 실적 전망에 제대로 반영되지 않은 만큼 추가 하향 조정 가능성도 높다. 이경수 하나금융투자 연구원은 “금융위기 당시 기업이익 전망이 고점에서 저점까지 약 39% 감익된 적이 있는데 코로나로 인해 현 수준보다 20% 감익이 예상된다”며 “금융위기 당시 약 8개월간의 이익 하향 조정이 이뤄졌다는 점을 감안하면 올 2분기 실적이 바닥이 될 것”이라고 밝혔다. 이어 “정유화학 운송 생활소비재 철강 건설 자동차 등의 실적이 큰 폭으로 하향 조정될 것”이라며 “그나마 반도체 유통사 제약바이오 등은 이익이 선방할 전망”이라고 덧붙였다. 실제로 SK이노베이션 096770 S Oil 대한항공 003490 CJ CGV 079160 티웨이항공 091810 파라다이스 034230 등은 1분기 적자 전환이 예상되고 있다. 제주항공 089590 하나투어 039130 모두투어 080160 삼성중공업 010140 LG디스플레이 034220 OCI 010060 도 적자폭이 확대될 것으로 전망된다. 대부분 코로나19를 직격탄으로 맞은 항공 여행 등의 업종들이다.
소상공인 대출 첫 날 북적…때 놓치면 안 돼,앵커 코로나19 사태로 힘든 소상공인 대상 연 1.5% 대출이 오늘 1일 시작됐습니다. 은행 창구들은 상인들로 북적였는데요. 상인들은 정부가 제 때 돈을 풀어야 한다고 강조했습니다. 이승국 기자가 현장에 다녀왔습니다. 기자 서울의 한 대형시장 인근 은행 지점입니다. 연 1.5% 금리로 소상공인들에게 3 000만원까지 신용대출을 해주기로 한 첫 날 창구가 분주합니다. 단 이 대출은 신용등급 3등급 이내만 받을 수 있습니다. 시중은행과 달리 신용등급 4 6등급인 소상공인에게도 대출해주는 기업은행에는 사람이 더 몰렸습니다. 연 매출 1억원 이하면 증빙 없이도 피해 업체로 인정해주는데 매출이 사라지다시피 한 상인들은 빠른 절차에 안도합니다. 홍은숙 음식점 운영 오늘 신청했는데 다음 주에 바로 나온다고 하고 임대료가 밀린 상태이고 매출이 없다 보니까 힘들었는데 이걸로 한숨 놓은 거죠. 대출 신청에 나선 소상공인들이 입 모아 강조한 것은 지원이 사후 약방문이 되어서는 안 된다는 것이었습니다. 김종효 안경점 운영 아예 손님이 안 나온다고 봐야 돼요. 2달 동안 손님이 거의 없어요. 이자를 주더라도 빨리빨리 돈을 줘서 해결해야지 지금 같은 경우는 마이너스를 해결할 방법이 없다고… 이번엔 신용등급 4등급 이하 소상공인에게 지난 주부터 1 000만원까지 대출 신청을 받는 소상공인시장진흥공단 서울중부센터. 저신용 소상공인들이 몰려들자 출생연도에 따라 신청일을 달리하는 홀짝제를 도입했지만 혼란은 여전했습니다. 소상공인시장진흥공단 관계자 소리 막 지르시고 욕하시는 분들도 있고 알바생들이 그냥 그만두고 가시는 분들이 많아요 못 버텨요. 접수 능력을 차츰 늘리겠다고 공단은 밝혔지만 속 타는 상인들이 제 때 돈을 빌릴 수 있을지는 의문입니다. 연합뉴스TV 이승국입니다.
역발상 포스코 코로나 ‘인도네시아’에 공장 건설,포스코 크라카타우 제철소. 사진 뉴시스 포스코가 자동차강판 사업 덩치를 키우기 위해 코로나19가 확산되고 있는 인도네시아에 대규모 투자를 단행한다. 인도네시아는 코로나19 확진자가 7일 연속 하루 100명 이상 증가해 1천414명이 되고 사망자가 122명으로 동남아시아에서 가장 많아지고 있다. 1일 관련 업계에 따르면 포스코는 지난달 17일 경영위원회를 열어 인도네시아 P IJPC 3공장 신설을 위한 증자 안건을 가결했다. 신설 공장의 연간 가공능력은 10만톤이다. 포스코는 인도네시아에 연산 8만t 규모의 IJPC 1공장과 12만t 규모의 IJPC 2 공장이 있어 신설 공장이 예정대로 추진되면 연산 30만t의 자동차 강판 가공능력을 보유하게 된다. 포스코는 인도네시아에 연산 320만톤 규모의 크라카타우 제철소를 운영 중이다. 2019년 포스코는 인도네시아에서 1조7044억원의 매출을 올렸다.
대·중견기업 면세점도 임대료 20% 감면,정부 코로나 타격 업계 지원책 무급휴직 노동자·학습지 교사 등 26만여명 고용자금 2346억 지급 홍남기 “재난지원금 기준 수립 적자국채 없이 충당 노력할 것” 지급 기준 건보료 납부액 ‘가닥’ 1일 인천국제공항 제1터미널 면세구역이 한산한 모습을 보이고 있다. 인천공항 하상윤 기자 정부가 오는 8월까지 6개월간 면세점 등 공항에 입점한 대기업과 중견기업 임대료를 20% 감면한다. 공항 입점 중소기업·소상공인의 임대료 감면율은 20%에서 50%로 상향 조정한다. 영화발전기금 부과금을 감면하고 통신업계에도 4200억원을 긴급 지원한다. 무급휴직 노동자와 일용직 등에게 고용안정지원금을 준다. 정부는 1일 정부서울청사에서 홍남기 경제부총리 겸 기획재정부 장관 주재로 위기관리대책회의를 열고 코로나19에 따른 해외입국 금지 글로벌 인적·물적 이동제한으로 심각한 타격을 받는 관광업계와 관객·매출이 급감한 영화업계 등 지원책을 발표했다. 홍남기 경제부총리 겸 기획재정부 장관이 1일 서울 종로구 정부서울청사에서 열린 제13차 코로나19 대응 경제관계장관회의 겸 제3차 위기관리대책회의 를 주재하고 있다. 뉴스1 관광업계에는 면세점을 포함한 공항입점 중소기업·소상공인에 대한 임대료 감면율을 25%에서 50%로 상향 조정하고 그동안 적용대상에서 제외됐던 중견기업과 대기업의 임대료도 최대 6개월 3∼8월 동안 20%를 감면하기로 했다. 영화업계에는 한시적으로 영화관람료에 포함된 영화발전기금 부과금을 2월부터 소급하여 감면한다. 정부는 개봉이 연기·취소된 작품의 마케팅 지원 20편 단기적 실업 상태에 처한 영화인 대상 직업훈련수당 지원 400명 등도 실시한다. 지난달 영화 관객 수는 전년 동월 대비 87.7% 감소했다. 국내 통신사들의 협조를 얻어 중소 단말기 유통점 2만6000곳과 통신업 공사업체 630여곳의 자금난을 해소하기 위해 총 4200억원을 긴급 지원한다. 지난달 31일 서울 중구 장교동 서울지방고용노동청 고용복지플러스센터에서 실업급여 신청자들이 개별 상담을 받고 있다. 뉴스1 고용노동부는 이날 정부가 총 2346억원을 투입해 영세 사업장 무급휴직 노동자 11만8000명 특수고용직 특고 종사자·프리랜서 14만2000명 일용직과 직업훈련생 7000명 등 총 26만7000명에게 이달 초부터 안정자금 등을 지원할 예정이라고 밝혔다. 무급휴직 노동자 학습지 교사를 포함한 특고 종사자와 프리랜서 등에게 최장 2개월간 월 최대 50만원씩 지원한다. 한편 정부는 긴급재난지원금 지급 대상인 소득 하위 70%를 정할 때 건강보험료 납부액을 주된 기준으로 삼는 방안에 무게를 두고 검토하고 있다. 다만 일정 금액을 넘는 부동산이나 금융재산 등 재산을 보유한 경우 컷오프 대상에서 배제 하는 방안을 병행하는 게 유력한 것으로 알려졌다. 홍 부총리는 이와 관련해 이날 회의에서 “다음주 이른 시기에 지원 대상 소득 기준 등을 담은 세부 가이드라인을 제공하겠다”며 “지원금 소요 재원은 적자국채 발행 없이 전액 금년도 기정예산 조정을 통해 충당하도록 노력하겠다”고 설명했다.
인터파크홀딩스 자회사 인터파크 합병…의사결정 일원화,인터파크홀딩스와 인터파크가 합병합니다. 인터파크는 오늘 1일 이사회를 열고 합병을 결정했다고 공시했습니다. 합병 후 존속법인은 인터파크홀딩스로 사명은 인터파크 를 사용합니다. 존속 법인인 인터파크홀딩스가 B2B 기업간거래 사업의 축인 아이마켓코리아를 자회사로 두는 직렬적 구조로 전환합니다. 이에 따라 인터파크 그룹은 지주회사 체제에서 벗어나게 됩니다. 회사 측은 합병을 통한 인터파크홀딩스의 시장가치 상승과 자기주식 소각효과에 따른 주주가치 제고를 기대하고 있습니다. 인터파크 관계자는 합병을 통해 자원을 효율적으로 운영하고 신속하고 일원화 된 의사결정 구조를 통해 시장 변화와 경쟁 상황에 기민하게 대응하는 한편 양사의 시장가치와 주주가치 제고 계기로 삼겠다 고 말했습니다.
기자일기 북항 2단계 시행사 부산시의 이름값,김준용 해양수산부 중심활동지구 CAZ 주변에 사일로콤플렉스 문화 부산진테라스 정주·상업 마이스 전시·컨벤션 등을 배치하는 북항 2단계 재개발 마스터플랜 조감도. 부산일보DB 지난달 30일 오후 오거돈 부산시장은 “북항 재개발 2단계에 부산시가 시행사로 직접 참여한다”는 다소 파격적인 결정을 내렸다. 1차 공모 때부터 입찰을 준비했던 부산항만공사 BPA 부산도시공사 BMC LH 한국토지주택공사 와 컨소시엄을 구성하기로 하고 지난달 31일 사업 의향서를 냈다. ‘북항 재개발 2단계는 시가 역할을 해야 한다’는 여론이 시를 움직인 것이다. 지방자치단체가 항만재개발 사업에 시행사로 참여하면 어떤 역할을 할 수 있을까. 엄청난 국·시비를 투입하거나 특혜 수준의 아낌없는 행정 지원 정도를 떠올릴 수 있다. 하지만 안타깝게도 지금 시의 모습을 보면 두 가지 역할 모두 쉽지만은 않을 것 같다. 시는 사업비가 2조 5000억 원이 넘을 사업에 재원을 투자할 여력이 없다. 북항 재개발 1단계의 핵심시설인 오페라하우스도 1단계 조성 시행사인 BPA 도움 없이는 못 올리는 형국이다. 개발 사업비로 시가 국비를 왕창 확보해 올지도 모르지만 이 또한 2030 엑스포가 북항 2단계에 유치될 때나 현실적으로 가능한 일이다. 엑스포가 무산된다면 시가 국비를 대거 따올 명분은 급격히 약해질 수밖에 없다. 행정 지원은 시가 시행사로 참여하지 않더라도 부산의 대표적 도심 재개발 사업인 만큼 당연히 지원하고 적극적으로 나서야 할 일이다. 북항 재개발 2단계 성공을 위해 시는 면밀하고 치밀한 전략을 짜야 한다. 철도 시설 이전부터 등록엑스포 유치까지 북항 재개발 2단계 사업에는 리스크가 산재해 있다. 컨소시엄 역량으로 개발이 어렵다면 이전과는 다른 북항 2단계를 위해 민간 참여도 적극적으로 유치하고 계획해야 한다. 북항 재개발 지역은 창의적인 아이디어가 어느 곳보다 많이 필요한 부산에 마지막 남은 기회의 땅이기 때문이다. 2030 등록엑스포 유치에 얽매여 개발 절차가 늦어지고 북항 재개발이 비전을 보여 주지 못한다면 시는 명시적으로 이름만 걸친 시행자로 남는 편이 나을지도 모른다. 4개 기관이 참여한 컨소시엄의 공식 명칭은 ‘부산시 컨소시엄’이라고 한다. 통상 컨소시엄 명칭은 최대 지분을 가진 회사 이름을 쓰는 것이 관례다. 시는 현재까지 구체적인 사업비 투입 계획이 없지만 4개 기관은 협의 끝에 부산시 컨소시엄으로 서류를 제출했다. 부산시 이름을 쓰는 것이 향후 국비 지원 등을 받는 데 유리한 점이 이러한 명칭에 영향을 끼친 것으로 보인다. 사업비를 제대로 확보하지 못해 지지부진했던 오페라하우스 건립 사업을 거울삼아 컨소시엄 대표 기관으로 이름을 올린 부산시 2단계에서만큼은 반드시 이름값을 해야 할 것이다.
